Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
2018-03-19,NI18RREAFXXXG035,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,82660,Renewable Resources Extension Act,Other Programs
2017-04-04,NI17RREAFXXXG053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,82660,Renewable Resources Extension Act,Other Programs
2010-09-30,2010-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,78700,N/A,N/A
2009-09-30,2009-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,78543,N/A,N/A
2008-09-30,2008-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,78536,N/A,N/A
2007-09-30,2007-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,78786,N/A,N/A
2006-09-30,2006-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,79027,N/A,N/A
2005-09-30,2005-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,79826,N/A,N/A
2004-09-30,2004-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,79826,N/A,N/A
2003-09-30,2003-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,89508,N/A,N/A
2002-09-30,2002-46000-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,89894,N/A,N/A
2004-09-30,2004-41540-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,13732,N/A,N/A
2003-09-30,2003-41540-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,20000,N/A,N/A
2002-09-30,2002-41540-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,20000,N/A,N/A
2008-09-30,2008-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,134507,N/A,N/A
2007-09-30,2007-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,134507,N/A,N/A
2006-09-30,2006-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,134507,N/A,N/A
2005-09-30,2005-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,135257,N/A,N/A
2004-09-30,2004-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,130771,N/A,N/A
2003-09-30,2003-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,144923,N/A,N/A
2002-09-30,2002-41531-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,145802,N/A,N/A
2024-02-16,NI24EFNEPXXXG027,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,329005,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2022-11-22,NI23EFNEPXXXG059,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,822514,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-23,NI22EFNEPXXXG047,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,826635,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-12-11,NI21EFNEPXXXG052,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,826635,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-04-07,NI20EFNEPXXXG048,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,826635,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2019-02-06,NI19EFNEPXXXG007,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,811784,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2018-01-24,NI18EFNEPXXXG042,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,795952,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2017-05-16,NI17EFNEPXXXG070,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,793168,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2010-09-30,2010-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,796954,N/A,N/A
2009-09-30,2009-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,769375,N/A,N/A
2008-09-30,2008-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,742439,N/A,N/A
2007-09-30,2007-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,712496,N/A,N/A
2006-09-30,2006-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,712991,N/A,N/A
2005-09-30,2005-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,650506,N/A,N/A
2004-09-30,2004-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,577155,N/A,N/A
2003-09-30,2003-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,646330,N/A,N/A
2002-09-30,2002-41510-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,652636,N/A,N/A
2003-09-30,2003-41400-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,35603,N/A,N/A
2002-09-30,2002-41400-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,55460,N/A,N/A
2010-09-30,2010-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,72099,N/A,N/A
2009-09-30,2009-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,87673,N/A,N/A
2008-09-30,2008-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,109954,N/A,N/A
2007-09-30,2007-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,127179,N/A,N/A
2006-09-30,2006-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,118186,N/A,N/A
2005-09-30,2005-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,118614,N/A,N/A
2004-09-30,2004-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,120778,N/A,N/A
2003-09-30,2003-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,114583,N/A,N/A
2002-09-30,2002-41310-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,108646,N/A,N/A
2010-09-30,2010-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,131192,N/A,N/A
2009-09-30,2009-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,159014,N/A,N/A
2008-09-30,2008-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,197424,N/A,N/A
2007-09-30,2007-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,220694,N/A,N/A
2006-09-30,2006-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,246101,N/A,N/A
2005-09-30,2005-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,306489,N/A,N/A
2004-09-30,2004-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,281375,N/A,N/A
2003-09-30,2003-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,259817,N/A,N/A
2002-09-30,2002-41300-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,254067,N/A,N/A
2024-02-21,NI24SLBCXXXXG028,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1909061,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2022-11-23,NI23SLBCXXXXG005,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4773180,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-29,NI22SLBCXXXXG052,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4697700,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2020-12-11,NI21SLBCXXXXG036,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4624011,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2020-05-28,NI20SLBCXXXXG054,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4634695,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2019-02-19,NI19SLBCXXXXG046,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4645379,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2018-04-02,NI18SLBCXXXXG049,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4402946,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2017-05-22,NI17SLBCXXXXG003,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4413630,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2010-09-30,2010-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,4196051,N/A,N/A
2009-09-30,2009-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,4021977,N/A,N/A
2008-09-30,2008-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3768915,N/A,N/A
2007-09-30,2007-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3912472,N/A,N/A
2006-09-30,2006-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3686288,N/A,N/A
2005-09-30,2005-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3723977,N/A,N/A
2004-09-30,2004-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3756846,N/A,N/A
2003-09-30,2003-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3531161,N/A,N/A
2002-09-30,2002-41100-04800,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3479578,N/A,N/A
2024-02-21,NI24AHDRXXXXG057,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,34450,Animal Health and Disease Research Program,Animal Health Formula Program
2024-02-21,NI24AHDRXXXXG050,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1206,Animal Health and Disease Research Program,Animal Health Formula Program
2022-12-01,NI23AHDRXXXXG062,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,86126,Animal Health and Disease Research Program,Animal Health Formula Program
2022-11-29,NI23AHDRXXXXG051,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3014,Animal Health and Disease Research Program,Animal Health Formula Program
2022-05-26,NI22AHDRXXXXG072,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,88576,Animal Health and Disease Research Program,Animal Health Formula Program
2021-12-06,NI22AHDRXXXXG066,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,6014,Animal Health and Disease Research Program,Animal Health Formula Program
2021-12-06,NI22AHDRXXXXG064,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,0,Animal Health and Disease Research Program,Animal Health Formula Program
2021-04-12,NI21AHDRXXXXG049,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,15563,Animal Health and Disease Research Program,Animal Health Formula Program
2021-04-12,NI21AHDRXXXXG028,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,88889,Animal Health and Disease Research Program,Animal Health Formula Program
2020-09-03,NI20AHDRXXXXG064,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,86526,Animal Health and Disease Research Program,Animal Health Formula Program
2020-09-03,NI20AHDRXXXXG058,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,18858,Animal Health and Disease Research Program,Animal Health Formula Program
2019-09-05,NI19AHDRXXXXG063,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,22666,Animal Health and Disease Research Program,Animal Health Formula Program
2019-09-05,NI19AHDRXXXXG062,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,89488,Animal Health and Disease Research Program,Animal Health Formula Program
2018-09-07,NI18AHDRXXXXG055,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,98130,Animal Health and Disease Research Program,Animal Health Formula Program
2018-09-05,NI18AHDRXXXXG054,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,16397,Animal Health and Disease Research Program,Animal Health Formula Program
2017-09-13,NI17AHDRXXXXG062,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,91277,Animal Health and Disease Research Program,Animal Health Formula Program
2017-09-01,NI17AHDRXXXXG027,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,17443,Animal Health and Disease Research Program,Animal Health Formula Program
2010-09-30,2010-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3672,N/A,N/A
2010-09-30,2010-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,75305,N/A,N/A
2009-09-30,2009-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3380,N/A,N/A
2009-09-30,2009-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,75394,N/A,N/A
2008-09-30,2008-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,8792,N/A,N/A
2008-09-30,2008-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,124456,N/A,N/A
2007-09-30,2007-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,11756,N/A,N/A
2007-09-30,2007-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,114199,N/A,N/A
2006-09-30,2006-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,11656,N/A,N/A
2006-09-30,2006-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,113232,N/A,N/A
2005-09-30,2005-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,11606,N/A,N/A
2005-09-30,2005-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,113360,N/A,N/A
2004-09-30,2004-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,9270,N/A,N/A
2004-09-30,2004-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,91833,N/A,N/A
2003-09-30,2003-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,11559,N/A,N/A
2003-09-30,2003-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,112638,N/A,N/A
2002-09-30,2002-36100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,10872,N/A,N/A
2002-09-30,2002-36100-05307,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,105756,N/A,N/A
2024-02-21,NI24MSCFRXXXG071,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,191953,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2022-11-23,NI23MSCFRXXXG068,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,479884,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2021-11-26,NI22MSCFRXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,476530,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2020-12-28,NI21MSCFRXXXG070,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,494706,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2020-05-21,NI20MSCFRXXXG037,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,487338,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2019-03-05,NI19MSCFRXXXG034,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,475265,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2018-04-02,NI18MSCFRXXXG018,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,463451,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2017-04-11,NI17MSCFRXXXG009,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,462282,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2010-09-30,2010-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,398129,N/A,N/A
2009-09-30,2009-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,381042,N/A,N/A
2008-09-30,2008-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,342311,N/A,N/A
2007-09-30,2007-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,417706,N/A,N/A
2006-09-30,2006-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,290393,N/A,N/A
2005-09-30,2005-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,301591,N/A,N/A
2004-09-30,2004-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,295535,N/A,N/A
2003-09-30,2003-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,308019,N/A,N/A
2002-09-30,2002-32100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,320751,N/A,N/A
2024-02-20,NI24HMFPXXXXG052,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,898674,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2022-11-23,NI23HMFPXXXXG040,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2246685,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2021-11-22,NI22HMFPXXXXG011,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2247797,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2020-12-11,NI21HMFPXXXXG043,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2208947,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2020-05-13,NI20HMFPXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2190747,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2019-02-21,NI19HMFPXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1848682,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2018-03-01,NI18HMFPXXXXG034,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1790416,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2017-04-05,NI17HMFPXXXXG007,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1881357,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2010-09-30,2010-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1421817,N/A,N/A
2009-09-30,2009-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1525712,N/A,N/A
2008-09-30,2008-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1448539,N/A,N/A
2007-09-30,2007-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2126026,N/A,N/A
2006-09-30,2006-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1357945,N/A,N/A
2005-09-30,2005-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1459444,N/A,N/A
2004-09-30,2004-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1463604,N/A,N/A
2003-09-30,2003-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1463618,N/A,N/A
2002-09-30,2002-31200-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1473102,N/A,N/A
2024-02-22,NI24HFPXXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1161802,Hatch Act of 1887,Hatch Formula Programs
2022-11-22,NI23HFPXXXXXG037,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2914711,Hatch Act of 1887,Hatch Formula Programs
2021-12-06,NI22HFPXXXXXG053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2884173,Hatch Act of 1887,Hatch Formula Programs
2020-12-16,NI21HFPXXXXXG029,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2882474,Hatch Act of 1887,Hatch Formula Programs
2020-04-22,NI20HFPXXXXXG004,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2892985,Hatch Act of 1887,Hatch Formula Programs
2019-02-07,NI19HFPXXXXXG010,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2903496,Hatch Act of 1887,Hatch Formula Programs
2018-03-01,NI18HFPXXXXXG009,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2727219,Hatch Act of 1887,Hatch Formula Programs
2017-04-04,NI17HFPXXXXXG002,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2725101,Hatch Act of 1887,Hatch Formula Programs
2010-09-30,2010-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2450561,N/A,N/A
2009-09-30,2009-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2363646,N/A,N/A
2008-09-30,2008-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2226283,N/A,N/A
2007-09-30,2007-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,3710112,N/A,N/A
2006-09-30,2006-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,1994637,N/A,N/A
2005-09-30,2005-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2014526,N/A,N/A
2004-09-30,2004-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2019327,N/A,N/A
2003-09-30,2003-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2017883,N/A,N/A
2002-09-30,2002-31100-06053,N/A,N/A,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,2038580,N/A,N/A
2001-12-18,2002-35204-11688,2001-02282,CD4+ T-Cell IFN-y Expression in Bovines Infected with M. paratuberculosis,WASHINGTON,VET - WASHINGTON STATE UNIVERSITY-SCHOOL OF VETERINARY MEDICINE,116742,Animal Protection & Biosecurity,National Research Initiative Competitive Grants Program
2001-12-12,2002-35201-11683,2001-02469,Engineered Enzyme-Based Time Temperature Indicators (TTIs) for Validating Food Pasteurization Processes,WASHINGTON,SAES - WASHINGTON STATE UNIVERSITY,194568,Food Safety,National Research Initiative Competitive Grants Program
