Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
2019-02-19,NI19RREAFXXXG043,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,65278,Renewable Resources Extension Act,Other Programs
2018-02-21,NI18RREAFXXXG062,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,65278,Renewable Resources Extension Act,Other Programs
2017-03-21,NI17RREAFXXXG046,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,65278,Renewable Resources Extension Act,Other Programs
2010-09-30,2010-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63382,N/A,N/A
2009-09-30,2009-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63296,N/A,N/A
2008-09-30,2008-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63292,N/A,N/A
2007-09-30,2007-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63428,N/A,N/A
2006-09-30,2006-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63355,N/A,N/A
2005-09-30,2005-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63996,N/A,N/A
2004-09-30,2004-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63996,N/A,N/A
2003-09-30,2003-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,71550,N/A,N/A
2002-09-30,2002-46000-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,68697,N/A,N/A
2004-09-30,2004-41540-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,13732,N/A,N/A
2003-09-30,2003-41540-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,24500,N/A,N/A
2002-09-30,2002-41540-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,20000,N/A,N/A
2008-09-30,2008-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,100408,N/A,N/A
2007-09-30,2007-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,100408,N/A,N/A
2006-09-30,2006-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,100408,N/A,N/A
2005-09-30,2005-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,101156,N/A,N/A
2004-09-30,2004-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,96671,N/A,N/A
2003-09-30,2003-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,110823,N/A,N/A
2002-09-30,2002-41531-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,111702,N/A,N/A
2024-02-15,NI24EFNEPXXXG021,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,155350,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2022-11-22,NI23EFNEPXXXG060,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,388374,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-18,NI22EFNEPXXXG019,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,387571,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-12-07,NI21EFNEPXXXG003,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,387571,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-04-07,NI20EFNEPXXXG026,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,387571,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2019-02-06,NI19EFNEPXXXG005,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,385007,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2018-01-25,NI18EFNEPXXXG053,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,382273,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2017-03-21,NI17EFNEPXXXG035,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,381792,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2010-09-30,2010-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,386447,N/A,N/A
2009-09-30,2009-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,380524,N/A,N/A
2008-09-30,2008-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,309426,N/A,N/A
2007-09-30,2007-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,302995,N/A,N/A
2006-09-30,2006-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,303206,N/A,N/A
2005-09-30,2005-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,285599,N/A,N/A
2004-09-30,2004-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,255092,N/A,N/A
2003-09-30,2003-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,284362,N/A,N/A
2002-09-30,2002-41510-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,286229,N/A,N/A
2003-09-30,2004-41400-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,30788,N/A,N/A
2010-09-30,2010-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,21779,N/A,N/A
2009-09-30,2009-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,25972,N/A,N/A
2008-09-30,2008-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,38122,N/A,N/A
2007-09-30,2007-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,41340,N/A,N/A
2006-09-30,2006-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,36770,N/A,N/A
2005-09-30,2005-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,37509,N/A,N/A
2004-09-30,2004-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,41345,N/A,N/A
2003-09-30,2003-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,28343,N/A,N/A
2002-09-30,2002-41310-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,37240,N/A,N/A
2010-09-30,2010-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,19718,N/A,N/A
2009-09-30,2009-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,30775,N/A,N/A
2008-09-30,2008-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,37431,N/A,N/A
2007-09-30,2007-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,34836,N/A,N/A
2006-09-30,2006-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,57643,N/A,N/A
2005-09-30,2005-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,104355,N/A,N/A
2004-09-30,2004-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,98609,N/A,N/A
2003-09-30,2003-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,63167,N/A,N/A
2002-09-30,2002-41300-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,83955,N/A,N/A
2024-02-20,NI24SLSNXXXXG016,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,37300,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2022-11-22,NI23SLSNXXXXG006,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-26,NI22SLSNXXXXG011,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2020-12-08,NI21SLSNXXXXG012,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2020-04-30,NI20SLSNXXXXG016,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2019-02-19,NI19SLSNXXXXG003,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2018-03-15,NI18SLSNXXXXG010,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2017-03-21,NI17SLSNXXXXG005,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,92179,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2010-09-30,2010-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92179,N/A,N/A
2009-09-30,2009-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92179,N/A,N/A
2008-09-30,2008-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92179,N/A,N/A
2007-09-30,2007-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92179,N/A,N/A
2006-09-30,2006-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92179,N/A,N/A
2005-09-30,2005-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92577,N/A,N/A
2004-09-30,2004-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92770,N/A,N/A
2003-09-30,2003-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92770,N/A,N/A
2002-09-30,2002-41200-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,92770,N/A,N/A
2024-02-21,NI24SLBCXXXXG018,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1193734,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2022-11-23,NI23SLBCXXXXG006,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2940529,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-30,NI22SLBCXXXXG055,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2888871,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2020-12-09,NI21SLBCXXXXG014,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2777795,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2020-05-12,NI20SLBCXXXXG022,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2834450,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2019-02-06,NI19SLBCXXXXG011,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2852661,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2018-03-16,NI18SLBCXXXXG024,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2687555,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2017-05-12,NI17SLBCXXXXG029,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,2739719,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2010-09-30,2010-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2593425,N/A,N/A
2009-09-30,2009-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2472166,N/A,N/A
2008-09-30,2008-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2295884,N/A,N/A
2007-09-30,2007-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2395885,N/A,N/A
2006-09-30,2006-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2238326,N/A,N/A
2005-09-30,2005-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2235034,N/A,N/A
2004-09-30,2004-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2287476,N/A,N/A
2003-09-30,2003-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2126288,N/A,N/A
2002-09-30,2002-41100-02600,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2094000,N/A,N/A
2024-02-20,NI24AHDRXXXXG019,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,13016,Animal Health and Disease Research Program,Animal Health Formula Program
2022-11-29,NI23AHDRXXXXG056,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,32541,Animal Health and Disease Research Program,Animal Health Formula Program
2021-12-06,NI22AHDRXXXXG017,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,33202,Animal Health and Disease Research Program,Animal Health Formula Program
2021-04-12,NI21AHDRXXXXG055,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,36304,Animal Health and Disease Research Program,Animal Health Formula Program
2020-09-03,NI20AHDRXXXXG020,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,36274,Animal Health and Disease Research Program,Animal Health Formula Program
2019-08-26,NI19AHDRXXXXG048,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,38643,Animal Health and Disease Research Program,Animal Health Formula Program
2018-09-06,NI18AHDRXXXXG062,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,40016,Animal Health and Disease Research Program,Animal Health Formula Program
2017-09-05,NI17AHDRXXXXG022,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,39018,Animal Health and Disease Research Program,Animal Health Formula Program
2010-09-30,2010-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,32823,N/A,N/A
2009-09-30,2009-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,35680,N/A,N/A
2008-09-30,2008-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,57986,N/A,N/A
2007-09-30,2007-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,60259,N/A,N/A
2006-09-30,2006-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,54051,N/A,N/A
2005-09-30,2005-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,56115,N/A,N/A
2004-09-30,2004-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,49878,N/A,N/A
2003-09-30,2003-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,59098,N/A,N/A
2002-09-30,2002-36100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,54894,N/A,N/A
2024-02-20,NI24HMFPXXXXG027,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,386792,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2022-11-30,NI23HMFPXXXXG055,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,966979,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2021-11-23,NI22HMFPXXXXG041,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,962563,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2020-12-09,NI21HMFPXXXXG013,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,956916,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2020-05-05,NI20HMFPXXXXG007,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,943961,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2019-02-08,NI19HMFPXXXXG029,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,978894,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2018-02-01,NI18HMFPXXXXG016,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,914009,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2017-03-21,NI17HMFPXXXXG027,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,902647,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2010-09-30,2010-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,777421,N/A,N/A
2009-09-30,2009-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,752901,N/A,N/A
2008-09-30,2008-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,705247,N/A,N/A
2007-09-30,2007-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1261431,N/A,N/A
2006-09-30,2006-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,641650,N/A,N/A
2005-09-30,2005-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,652073,N/A,N/A
2004-09-30,2004-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,654661,N/A,N/A
2003-09-30,2003-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,654149,N/A,N/A
2002-09-30,2002-31200-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,660114,N/A,N/A
2024-02-22,NI24HFPXXXXXG039,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,791136,Hatch Act of 1887,Hatch Formula Programs
2022-11-23,NI23HFPXXXXXG056,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1984908,Hatch Act of 1887,Hatch Formula Programs
2021-12-02,NI22HFPXXXXXG001,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1963786,Hatch Act of 1887,Hatch Formula Programs
2020-12-11,NI21HFPXXXXXG014,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1962569,Hatch Act of 1887,Hatch Formula Programs
2020-04-22,NI20HFPXXXXXG007,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1970099,Hatch Act of 1887,Hatch Formula Programs
2019-02-07,NI19HFPXXXXXG013,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1977629,Hatch Act of 1887,Hatch Formula Programs
2018-03-01,NI18HFPXXXXXG044,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1851341,Hatch Act of 1887,Hatch Formula Programs
2017-03-21,NI17HFPXXXXXG048,N/A,N/A,MONTANA,MONTANA STATE UNIVERSITY,1849824,Hatch Act of 1887,Hatch Formula Programs
2010-09-30,2010-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1652882,N/A,N/A
2009-09-30,2009-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1589725,N/A,N/A
2008-09-30,2008-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1489910,N/A,N/A
2007-09-30,2007-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,2568136,N/A,N/A
2006-09-30,2006-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1321584,N/A,N/A
2005-09-30,2005-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1334762,N/A,N/A
2004-09-30,2004-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1338146,N/A,N/A
2003-09-30,2003-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1337108,N/A,N/A
2002-09-30,2002-31100-06030,N/A,N/A,MONTANA,SAES - MONTANA STATE UNIVERSITY,1351563,N/A,N/A
2001-11-16,2002-35320-11589,2001-00579,"Mycorrhizae, Nutrient and Neighbor Effects on Centaurea Maculosa's Response to Herbivory",MONTANA,SAES - MONTANA STATE UNIVERSITY,165000,Biology of Weedy & Invasive Species in Agroecosystems,National Research Initiative Competitive Grants Program
2001-11-21,2002-35208-11567,2001-00697,Parameters Affecting the Efficiency of Targeted Mutagenesis in Bovine Cells,MONTANA,SAES - MONTANA STATE UNIVERSITY,75000,Seed Grants,National Research Initiative Competitive Grants Program
2001-11-20,2002-35320-11564,2001-00712,"Success of Spotted Knapweed: Opportunistic, Plastic, or Efficient?",MONTANA,SAES - MONTANA STATE UNIVERSITY,240000,Biology of Weedy & Invasive Species in Agroecosystems,National Research Initiative Competitive Grants Program
2001-10-23,2001-35311-11218,2001-01019,Functional Analysis of Grain Nitrogen Accumulation by Use of DNA Microarrays,MONTANA,SAES - MONTANA STATE UNIVERSITY,74876,Seed Grants,National Research Initiative Competitive Grants Program
2001-10-24,2001-35107-11009,2001-01248,New Thermodielectric Method to Determine Soil Specific Surface Area and Bound Water,MONTANA,SAES - MONTANA STATE UNIVERSITY,268562,Soil Processes,National Research Initiative Competitive Grants Program
2001-10-24,2001-35318-11146,2001-03518,Phosphorus Metabolism in the Rhizobium-Legume Symbiosis: Nutrient Relations Between Bacteroid and Host,MONTANA,SAES - MONTANA STATE UNIVERSITY,90000,Agricultural Plant Biochemistry,National Research Initiative Competitive Grants Program
2001-12-07,2001-35318-10093,2001-05731,Enhancement of Wheat Sink Strength and Yield,MONTANA,SAES - MONTANA STATE UNIVERSITY,75000,Agricultural Plant Biochemistry,National Research Initiative Competitive Grants Program
2002-03-22,2002-41580-01338,2002-00576,Blackfeet Extension Indian Reservation Program,MONTANA,MONTANA STATE UNIVERSITY,84311,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2002-03-21,2002-41580-01339,2002-00577,Northern Cheyenne Extension Indian Reservation Program,MONTANA,MONTANA STATE UNIVERSITY,66011,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2002-03-22,2002-41580-01358,2002-00578,Fort Belknap Extension Indian Reservation Program,MONTANA,MONTANA STATE UNIVERSITY,84311,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2002-03-22,2002-41580-01344,2002-00579,Fort Peck Extension Indian Reservation Program,MONTANA,MONTANA STATE UNIVERSITY,46536,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2002-03-22,2002-41580-01340,2002-00580,Flathead Extension Indian Reservation Program,MONTANA,MONTANA STATE UNIVERSITY,70811,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2002-04-24,2002-41520-01366,2002-00951,Building Community Strengths in Montana,MONTANA,MONTANA STATE UNIVERSITY,150000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2002-07-12,2002-35107-12268,2002-01156,Towards an Improved Conceptual Model for Understanding Microbial Populations and Their Mechanisms Controlling Arsenic Redox Cycling in Soils,MONTANA,SAES - MONTANA STATE UNIVERSITY,295000,Soil Processes,National Research Initiative Competitive Grants Program
2002-08-13,2002-35304-12576,2002-01403,Genes Controlling Inflorescence Structure in Arabidopsis,MONTANA,SAES - MONTANA STATE UNIVERSITY,140000,Developmental Processes of Agricutural Plants,National Research Initiative Competitive Grants Program
2002-08-28,2002-35319-12655,2002-02359,Farnesyl Transferase as a Target for Smut and Bunt Disease Control,MONTANA,SAES - MONTANA STATE UNIVERSITY,253000,Microbial Biology (B):  Biology of Plant-Microbe Associations,National Research Initiative Competitive Grants Program
2002-11-07,2003-35201-12885,2002-02577,Gene Expression in Toxoplasma-Infected Murine Astrocytes and Microglial Cells,MONTANA,SAES - MONTANA STATE UNIVERSITY,310000,Food Safety,National Research Initiative Competitive Grants Program
2002-07-22,2002-38411-12114,2002-03175,Discovery-Based Undergrad Opportunities:  Collaborative Research Support Programs,MONTANA,MONTANA STATE UNIVERSITY,242458,Conservation & Renewable Natural Res,Challenge Grants Program
